"CODE","NAME","YEAR","ANTIGEN","ANTIGEN_DESCRIPTION","COVERAGE"
"TON","Tonga",2022,"MCV1","Measles-containing vaccine, 1st dose",99
"TON","Tonga",2022,"MCV2","Measles-containing vaccine, 2nd dose",99
"TTO","Trinidad and Tobago",2022,"MCV1","Measles-containing vaccine, 1st dose",92
"TTO","Trinidad and Tobago",2022,"MCV2","Measles-containing vaccine, 2nd dose",92
"TUN","Tunisia",2022,"MCV2","Measles-containing vaccine, 2nd dose",98
"TUN","Tunisia",2022,"MCV1","Measles-containing vaccine, 1st dose",95
"TUR","Türkiye",2022,"MCV2","Measles-containing vaccine, 2nd dose",94
"TUR","Türkiye",2022,"MCV1","Measles-containing vaccine, 1st dose",95
"TKM","Turkmenistan",2022,"MCV2","Measles-containing vaccine, 2nd dose",99
"TKM","Turkmenistan",2022,"MCV1","Measles-containing vaccine, 1st dose",98
"TUV","Tuvalu",2022,"MCV2","Measles-containing vaccine, 2nd dose",89
"TUV","Tuvalu",2022,"MCV1","Measles-containing vaccine, 1st dose",90
"UGA","Uganda",2022,"MCV2","Measles-containing vaccine, 2nd dose",49
"UGA","Uganda",2022,"MCV1","Measles-containing vaccine, 1st dose",90
"UKR","Ukraine",2022,"MCV2","Measles-containing vaccine, 2nd dose",69
"UKR","Ukraine",2022,"MCV1","Measles-containing vaccine, 1st dose",74
"ARE","United Arab Emirates",2022,"MCV2","Measles-containing vaccine, 2nd dose",91
"ARE","United Arab Emirates",2022,"MCV1","Measles-containing vaccine, 1st dose",98
"GBR","United Kingdom of Great Britain and Northern Ireland",2022,"MCV2","Measles-containing vaccine, 2nd dose",87
"GBR","United Kingdom of Great Britain and Northern Ireland",2022,"MCV1","Measles-containing vaccine, 1st dose",90
"TZA","United Republic of Tanzania",2022,"MCV1","Measles-containing vaccine, 1st dose",86
"TZA","United Republic of Tanzania",2022,"MCV2","Measles-containing vaccine, 2nd dose",76
"USA","United States of America",2022,"MCV1","Measles-containing vaccine, 1st dose",92
"USA","United States of America",2022,"MCV2","Measles-containing vaccine, 2nd dose",95
"URY","Uruguay",2022,"MCV1","Measles-containing vaccine, 1st dose",96
"URY","Uruguay",2022,"MCV2","Measles-containing vaccine, 2nd dose",92
"UZB","Uzbekistan",2022,"MCV1","Measles-containing vaccine, 1st dose",99
"UZB","Uzbekistan",2022,"MCV2","Measles-containing vaccine, 2nd dose",99
"VUT","Vanuatu",2022,"MCV1","Measles-containing vaccine, 1st dose",70
"VUT","Vanuatu",2022,"MCV2","Measles-containing vaccine, 2nd dose",NA
"VEN","Venezuela (Bolivarian Republic of)",2022,"MCV1","Measles-containing vaccine, 1st dose",68
"VEN","Venezuela (Bolivarian Republic of)",2022,"MCV2","Measles-containing vaccine, 2nd dose",37
"VNM","Viet Nam",2022,"MCV1","Measles-containing vaccine, 1st dose",88
"VNM","Viet Nam",2022,"MCV2","Measles-containing vaccine, 2nd dose",81
"YEM","Yemen",2022,"MCV1","Measles-containing vaccine, 1st dose",73
"YEM","Yemen",2022,"MCV2","Measles-containing vaccine, 2nd dose",56
"ZMB","Zambia",2022,"MCV2","Measles-containing vaccine, 2nd dose",81
"ZMB","Zambia",2022,"MCV1","Measles-containing vaccine, 1st dose",90
"ZWE","Zimbabwe",2022,"MCV1","Measles-containing vaccine, 1st dose",90
"ZWE","Zimbabwe",2022,"MCV2","Measles-containing vaccine, 2nd dose",77
"AFG","Afghanistan",2021,"MCV1","Measles-containing vaccine, 1st dose",63
"AFG","Afghanistan",2021,"MCV2","Measles-containing vaccine, 2nd dose",44
"ALB","Albania",2021,"MCV1","Measles-containing vaccine, 1st dose",87
"ALB","Albania",2021,"MCV2","Measles-containing vaccine, 2nd dose",92
"DZA","Algeria",2021,"MCV2","Measles-containing vaccine, 2nd dose",73
"DZA","Algeria",2021,"MCV1","Measles-containing vaccine, 1st dose",79
"AND","Andorra",2021,"MCV2","Measles-containing vaccine, 2nd dose",97
"AND","Andorra",2021,"MCV1","Measles-containing vaccine, 1st dose",99
"AGO","Angola",2021,"MCV1","Measles-containing vaccine, 1st dose",36
"AGO","Angola",2021,"MCV2","Measles-containing vaccine, 2nd dose",22
"ATG","Antigua and Barbuda",2021,"MCV1","Measles-containing vaccine, 1st dose",85
"ATG","Antigua and Barbuda",2021,"MCV2","Measles-containing vaccine, 2nd dose",76
"ARG","Argentina",2021,"MCV2","Measles-containing vaccine, 2nd dose",79
"ARG","Argentina",2021,"MCV1","Measles-containing vaccine, 1st dose",86
"ARM","Armenia",2021,"MCV1","Measles-containing vaccine, 1st dose",94
"ARM","Armenia",2021,"MCV2","Measles-containing vaccine, 2nd dose",94
"AUS","Australia",2021,"MCV1","Measles-containing vaccine, 1st dose",93
"AUS","Australia",2021,"MCV2","Measles-containing vaccine, 2nd dose",94
"AUT","Austria",2021,"MCV2","Measles-containing vaccine, 2nd dose",97
"AUT","Austria",2021,"MCV1","Measles-containing vaccine, 1st dose",99
"AZE","Azerbaijan",2021,"MCV1","Measles-containing vaccine, 1st dose",93
"AZE","Azerbaijan",2021,"MCV2","Measles-containing vaccine, 2nd dose",90
"BHS","Bahamas",2021,"MCV2","Measles-containing vaccine, 2nd dose",80
"BHS","Bahamas",2021,"MCV1","Measles-containing vaccine, 1st dose",82
"BHR","Bahrain",2021,"MCV2","Measles-containing vaccine, 2nd dose",99
"BHR","Bahrain",2021,"MCV1","Measles-containing vaccine, 1st dose",99
"BGD","Bangladesh",2021,"MCV1","Measles-containing vaccine, 1st dose",97
"BGD","Bangladesh",2021,"MCV2","Measles-containing vaccine, 2nd dose",93
"BRB","Barbados",2021,"MCV1","Measles-containing vaccine, 1st dose",77
"BRB","Barbados",2021,"MCV2","Measles-containing vaccine, 2nd dose",70
"BLR","Belarus",2021,"MCV1","Measles-containing vaccine, 1st dose",98
"BLR","Belarus",2021,"MCV2","Measles-containing vaccine, 2nd dose",98
"BEL","Belgium",2021,"MCV2","Measles-containing vaccine, 2nd dose",83
"BEL","Belgium",2021,"MCV1","Measles-containing vaccine, 1st dose",96
"BLZ","Belize",2021,"MCV1","Measles-containing vaccine, 1st dose",79
"BLZ","Belize",2021,"MCV2","Measles-containing vaccine, 2nd dose",77
"BEN","Benin",2021,"MCV2","Measles-containing vaccine, 2nd dose",NA
"BEN","Benin",2021,"MCV1","Measles-containing vaccine, 1st dose",68
"BTN","Bhutan",2021,"MCV1","Measles-containing vaccine, 1st dose",97
"BTN","Bhutan",2021,"MCV2","Measles-containing vaccine, 2nd dose",91
"BOL","Bolivia (Plurinational State of)",2021,"MCV2","Measles-containing vaccine, 2nd dose",56
"BOL","Bolivia (Plurinational State of)",2021,"MCV1","Measles-containing vaccine, 1st dose",75
"BIH","Bosnia and Herzegovina",2021,"MCV2","Measles-containing vaccine, 2nd dose",63
"BIH","Bosnia and Herzegovina",2021,"MCV1","Measles-containing vaccine, 1st dose",61
"BWA","Botswana",2021,"MCV1","Measles-containing vaccine, 1st dose",97
"BWA","Botswana",2021,"MCV2","Measles-containing vaccine, 2nd dose",70
"BRA","Brazil",2021,"MCV1","Measles-containing vaccine, 1st dose",73
"BRA","Brazil",2021,"MCV2","Measles-containing vaccine, 2nd dose",46
"BRN","Brunei Darussalam",2021,"MCV1","Measles-containing vaccine, 1st dose",99
"BRN","Brunei Darussalam",2021,"MCV2","Measles-containing vaccine, 2nd dose",99
"BGR","Bulgaria",2021,"MCV1","Measles-containing vaccine, 1st dose",89
"BGR","Bulgaria",2021,"MCV2","Measles-containing vaccine, 2nd dose",86
"BFA","Burkina Faso",2021,"MCV1","Measles-containing vaccine, 1st dose",88
"BFA","Burkina Faso",2021,"MCV2","Measles-containing vaccine, 2nd dose",71
"BDI","Burundi",2021,"MCV1","Measles-containing vaccine, 1st dose",90
"BDI","Burundi",2021,"MCV2","Measles-containing vaccine, 2nd dose",85
"CPV","Cabo Verde",2021,"MCV1","Measles-containing vaccine, 1st dose",95
"CPV","Cabo Verde",2021,"MCV2","Measles-containing vaccine, 2nd dose",86
"KHM","Cambodia",2021,"MCV2","Measles-containing vaccine, 2nd dose",63
"KHM","Cambodia",2021,"MCV1","Measles-containing vaccine, 1st dose",83
"CMR","Cameroon",2021,"MCV2","Measles-containing vaccine, 2nd dose",35
"CMR","Cameroon",2021,"MCV1","Measles-containing vaccine, 1st dose",62
"CAN","Canada",2021,"MCV2","Measles-containing vaccine, 2nd dose",83
"CAN","Canada",2021,"MCV1","Measles-containing vaccine, 1st dose",90
"CAF","Central African Republic",2021,"MCV1","Measles-containing vaccine, 1st dose",41
"CAF","Central African Republic",2021,"MCV2","Measles-containing vaccine, 2nd dose",NA
"TCD","Chad",2021,"MCV1","Measles-containing vaccine, 1st dose",55
"TCD","Chad",2021,"MCV2","Measles-containing vaccine, 2nd dose",NA
"CHL","Chile",2021,"MCV2","Measles-containing vaccine, 2nd dose",58
"CHL","Chile",2021,"MCV1","Measles-containing vaccine, 1st dose",92
"CHN","China",2021,"MCV1","Measles-containing vaccine, 1st dose",99
"CHN","China",2021,"MCV2","Measles-containing vaccine, 2nd dose",99
"COL","Colombia",2021,"MCV2","Measles-containing vaccine, 2nd dose",86
"COL","Colombia",2021,"MCV1","Measles-containing vaccine, 1st dose",86
"COM","Comoros",2021,"MCV1","Measles-containing vaccine, 1st dose",90
"COM","Comoros",2021,"MCV2","Measles-containing vaccine, 2nd dose",19
"COG","Congo",2021,"MCV2","Measles-containing vaccine, 2nd dose",31
"COG","Congo",2021,"MCV1","Measles-containing vaccine, 1st dose",68
"COK","Cook Islands",2021,"MCV1","Measles-containing vaccine, 1st dose",74
"COK","Cook Islands",2021,"MCV2","Measles-containing vaccine, 2nd dose",67
"CRI","Costa Rica",2021,"MCV1","Measles-containing vaccine, 1st dose",89
"CRI","Costa Rica",2021,"MCV2","Measles-containing vaccine, 2nd dose",69
"CIV","Côte d'Ivoire",2021,"MCV2","Measles-containing vaccine, 2nd dose",1
"CIV","Côte d'Ivoire",2021,"MCV1","Measles-containing vaccine, 1st dose",68
"HRV","Croatia",2021,"MCV2","Measles-containing vaccine, 2nd dose",90
"HRV","Croatia",2021,"MCV1","Measles-containing vaccine, 1st dose",89
"CUB","Cuba",2021,"MCV2","Measles-containing vaccine, 2nd dose",99
"CUB","Cuba",2021,"MCV1","Measles-containing vaccine, 1st dose",99
"CYP","Cyprus",2021,"MCV2","Measles-containing vaccine, 2nd dose",88
"CYP","Cyprus",2021,"MCV1","Measles-containing vaccine, 1st dose",86
"CZE","Czechia",2021,"MCV1","Measles-containing vaccine, 1st dose",97
"CZE","Czechia",2021,"MCV2","Measles-containing vaccine, 2nd dose",90
"PRK","Democratic People's Republic of Korea",2021,"MCV1","Measles-containing vaccine, 1st dose",42
"PRK","Democratic People's Republic of Korea",2021,"MCV2","Measles-containing vaccine, 2nd dose",41
"COD","Democratic Republic of the Congo",2021,"MCV1","Measles-containing vaccine, 1st dose",55
"COD","Democratic Republic of the Congo",2021,"MCV2","Measles-containing vaccine, 2nd dose",NA
"DNK","Denmark",2021,"MCV1","Measles-containing vaccine, 1st dose",95
"DNK","Denmark",2021,"MCV2","Measles-containing vaccine, 2nd dose",94
"DJI","Djibouti",2021,"MCV1","Measles-containing vaccine, 1st dose",50
"DJI","Djibouti",2021,"MCV2","Measles-containing vaccine, 2nd dose",48
"DMA","Dominica",2021,"MCV1","Measles-containing vaccine, 1st dose",88
"DMA","Dominica",2021,"MCV2","Measles-containing vaccine, 2nd dose",87
"DOM","Dominican Republic",2021,"MCV1","Measles-containing vaccine, 1st dose",88
"DOM","Dominican Republic",2021,"MCV2","Measles-containing vaccine, 2nd dose",60
"ECU","Ecuador",2021,"MCV1","Measles-containing vaccine, 1st dose",65
"ECU","Ecuador",2021,"MCV2","Measles-containing vaccine, 2nd dose",58
"EGY","Egypt",2021,"MCV1","Measles-containing vaccine, 1st dose",96
"EGY","Egypt",2021,"MCV2","Measles-containing vaccine, 2nd dose",96
"SLV","El Salvador",2021,"MCV1","Measles-containing vaccine, 1st dose",85
"SLV","El Salvador",2021,"MCV2","Measles-containing vaccine, 2nd dose",70
"GNQ","Equatorial Guinea",2021,"MCV1","Measles-containing vaccine, 1st dose",53
"GNQ","Equatorial Guinea",2021,"MCV2","Measles-containing vaccine, 2nd dose",17
"ERI","Eritrea",2021,"MCV2","Measles-containing vaccine, 2nd dose",85
"ERI","Eritrea",2021,"MCV1","Measles-containing vaccine, 1st dose",93
"EST","Estonia",2021,"MCV1","Measles-containing vaccine, 1st dose",89
"EST","Estonia",2021,"MCV2","Measles-containing vaccine, 2nd dose",84
"SWZ","Eswatini",2021,"MCV1","Measles-containing vaccine, 1st dose",80
"SWZ","Eswatini",2021,"MCV2","Measles-containing vaccine, 2nd dose",69
"ETH","Ethiopia",2021,"MCV2","Measles-containing vaccine, 2nd dose",46
"ETH","Ethiopia",2021,"MCV1","Measles-containing vaccine, 1st dose",54
"FJI","Fiji",2021,"MCV1","Measles-containing vaccine, 1st dose",99
"FJI","Fiji",2021,"MCV2","Measles-containing vaccine, 2nd dose",72
"FIN","Finland",2021,"MCV2","Measles-containing vaccine, 2nd dose",93
"FIN","Finland",2021,"MCV1","Measles-containing vaccine, 1st dose",93
"FRA","France",2021,"MCV2","Measles-containing vaccine, 2nd dose",90
"FRA","France",2021,"MCV1","Measles-containing vaccine, 1st dose",94
"GAB","Gabon",2021,"MCV1","Measles-containing vaccine, 1st dose",64
"GAB","Gabon",2021,"MCV2","Measles-containing vaccine, 2nd dose",NA
"GMB","Gambia",2021,"MCV1","Measles-containing vaccine, 1st dose",79
"GMB","Gambia",2021,"MCV2","Measles-containing vaccine, 2nd dose",61
"GEO","Georgia",2021,"MCV2","Measles-containing vaccine, 2nd dose",81
"GEO","Georgia",2021,"MCV1","Measles-containing vaccine, 1st dose",90
"DEU","Germany",2021,"MCV1","Measles-containing vaccine, 1st dose",97
"DEU","Germany",2021,"MCV2","Measles-containing vaccine, 2nd dose",93
"GHA","Ghana",2021,"MCV2","Measles-containing vaccine, 2nd dose",83
"GHA","Ghana",2021,"MCV1","Measles-containing vaccine, 1st dose",94
"GRC","Greece",2021,"MCV2","Measles-containing vaccine, 2nd dose",83
"GRC","Greece",2021,"MCV1","Measles-containing vaccine, 1st dose",97
"GRD","Grenada",2021,"MCV2","Measles-containing vaccine, 2nd dose",55
"GRD","Grenada",2021,"MCV1","Measles-containing vaccine, 1st dose",70
"GTM","Guatemala",2021,"MCV1","Measles-containing vaccine, 1st dose",81
"GTM","Guatemala",2021,"MCV2","Measles-containing vaccine, 2nd dose",72
"GIN","Guinea",2021,"MCV1","Measles-containing vaccine, 1st dose",47
"GIN","Guinea",2021,"MCV2","Measles-containing vaccine, 2nd dose",NA
"GNB","Guinea-Bissau",2021,"MCV1","Measles-containing vaccine, 1st dose",63
"GNB","Guinea-Bissau",2021,"MCV2","Measles-containing vaccine, 2nd dose",NA
"GUY","Guyana",2021,"MCV1","Measles-containing vaccine, 1st dose",95
"GUY","Guyana",2021,"MCV2","Measles-containing vaccine, 2nd dose",83
"HTI","Haiti",2021,"MCV1","Measles-containing vaccine, 1st dose",65
"HTI","Haiti",2021,"MCV2","Measles-containing vaccine, 2nd dose",41
"HND","Honduras",2021,"MCV2","Measles-containing vaccine, 2nd dose",75
"HND","Honduras",2021,"MCV1","Measles-containing vaccine, 1st dose",81
"HUN","Hungary",2021,"MCV2","Measles-containing vaccine, 2nd dose",99
"HUN","Hungary",2021,"MCV1","Measles-containing vaccine, 1st dose",99
"ISL","Iceland",2021,"MCV1","Measles-containing vaccine, 1st dose",92
"ISL","Iceland",2021,"MCV2","Measles-containing vaccine, 2nd dose",10
"IND","India",2021,"MCV2","Measles-containing vaccine, 2nd dose",82
"IND","India",2021,"MCV1","Measles-containing vaccine, 1st dose",89
"IDN","Indonesia",2021,"MCV1","Measles-containing vaccine, 1st dose",72
"IDN","Indonesia",2021,"MCV2","Measles-containing vaccine, 2nd dose",50
"IRN","Iran (Islamic Republic of)",2021,"MCV1","Measles-containing vaccine, 1st dose",99
"IRN","Iran (Islamic Republic of)",2021,"MCV2","Measles-containing vaccine, 2nd dose",98
"IRQ","Iraq",2021,"MCV1","Measles-containing vaccine, 1st dose",75
"IRQ","Iraq",2021,"MCV2","Measles-containing vaccine, 2nd dose",84
"IRL","Ireland",2021,"MCV1","Measles-containing vaccine, 1st dose",90
"IRL","Ireland",2021,"MCV2","Measles-containing vaccine, 2nd dose",NA
"ISR","Israel",2021,"MCV2","Measles-containing vaccine, 2nd dose",93
"ISR","Israel",2021,"MCV1","Measles-containing vaccine, 1st dose",99
"ITA","Italy",2021,"MCV2","Measles-containing vaccine, 2nd dose",86
"ITA","Italy",2021,"MCV1","Measles-containing vaccine, 1st dose",94
"JAM","Jamaica",2021,"MCV2","Measles-containing vaccine, 2nd dose",85
"JAM","Jamaica",2021,"MCV1","Measles-containing vaccine, 1st dose",88
"JPN","Japan",2021,"MCV2","Measles-containing vaccine, 2nd dose",94
"JPN","Japan",2021,"MCV1","Measles-containing vaccine, 1st dose",95
"JOR","Jordan",2021,"MCV2","Measles-containing vaccine, 2nd dose",90
"JOR","Jordan",2021,"MCV1","Measles-containing vaccine, 1st dose",76
"KAZ","Kazakhstan",2021,"MCV1","Measles-containing vaccine, 1st dose",97
"KAZ","Kazakhstan",2021,"MCV2","Measles-containing vaccine, 2nd dose",96
"KEN","Kenya",2021,"MCV1","Measles-containing vaccine, 1st dose",89
"KEN","Kenya",2021,"MCV2","Measles-containing vaccine, 2nd dose",57
"KIR","Kiribati",2021,"MCV1","Measles-containing vaccine, 1st dose",80
"KIR","Kiribati",2021,"MCV2","Measles-containing vaccine, 2nd dose",58
"KWT","Kuwait",2021,"MCV1","Measles-containing vaccine, 1st dose",94
"KWT","Kuwait",2021,"MCV2","Measles-containing vaccine, 2nd dose",94
"KGZ","Kyrgyzstan",2021,"MCV1","Measles-containing vaccine, 1st dose",93
"KGZ","Kyrgyzstan",2021,"MCV2","Measles-containing vaccine, 2nd dose",97
"LAO","Lao People's Democratic Republic",2021,"MCV1","Measles-containing vaccine, 1st dose",73
"LAO","Lao People's Democratic Republic",2021,"MCV2","Measles-containing vaccine, 2nd dose",50
"LVA","Latvia",2021,"MCV1","Measles-containing vaccine, 1st dose",97
"LVA","Latvia",2021,"MCV2","Measles-containing vaccine, 2nd dose",85
"LBN","Lebanon",2021,"MCV1","Measles-containing vaccine, 1st dose",67
"LBN","Lebanon",2021,"MCV2","Measles-containing vaccine, 2nd dose",59
"LSO","Lesotho",2021,"MCV1","Measles-containing vaccine, 1st dose",90
"LSO","Lesotho",2021,"MCV2","Measles-containing vaccine, 2nd dose",82
"LBR","Liberia",2021,"MCV1","Measles-containing vaccine, 1st dose",58
"LBR","Liberia",2021,"MCV2","Measles-containing vaccine, 2nd dose",35
"LBY","Libya",2021,"MCV1","Measles-containing vaccine, 1st dose",73
"LBY","Libya",2021,"MCV2","Measles-containing vaccine, 2nd dose",72
"LTU","Lithuania",2021,"MCV1","Measles-containing vaccine, 1st dose",88
"LTU","Lithuania",2021,"MCV2","Measles-containing vaccine, 2nd dose",88
"LUX","Luxembourg",2021,"MCV2","Measles-containing vaccine, 2nd dose",90
"LUX","Luxembourg",2021,"MCV1","Measles-containing vaccine, 1st dose",99
"MDG","Madagascar",2021,"MCV2","Measles-containing vaccine, 2nd dose",24
"MDG","Madagascar",2021,"MCV1","Measles-containing vaccine, 1st dose",44
"MWI","Malawi",2021,"MCV1","Measles-containing vaccine, 1st dose",90
"MWI","Malawi",2021,"MCV2","Measles-containing vaccine, 2nd dose",74
"MYS","Malaysia",2021,"MCV1","Measles-containing vaccine, 1st dose",96
"MYS","Malaysia",2021,"MCV2","Measles-containing vaccine, 2nd dose",98
"MDV","Maldives",2021,"MCV1","Measles-containing vaccine, 1st dose",97
"MDV","Maldives",2021,"MCV2","Measles-containing vaccine, 2nd dose",98
"MLI","Mali",2021,"MCV2","Measles-containing vaccine, 2nd dose",33
"MLI","Mali",2021,"MCV1","Measles-containing vaccine, 1st dose",70
"MLT","Malta",2021,"MCV2","Measles-containing vaccine, 2nd dose",93
"MLT","Malta",2021,"MCV1","Measles-containing vaccine, 1st dose",90
"MHL","Marshall Islands",2021,"MCV1","Measles-containing vaccine, 1st dose",85
"MHL","Marshall Islands",2021,"MCV2","Measles-containing vaccine, 2nd dose",58
"MRT","Mauritania",2021,"MCV1","Measles-containing vaccine, 1st dose",63
"MRT","Mauritania",2021,"MCV2","Measles-containing vaccine, 2nd dose",NA
"MUS","Mauritius",2021,"MCV1","Measles-containing vaccine, 1st dose",87
"MUS","Mauritius",2021,"MCV2","Measles-containing vaccine, 2nd dose",83
"MEX","Mexico",2021,"MCV2","Measles-containing vaccine, 2nd dose",97
"MEX","Mexico",2021,"MCV1","Measles-containing vaccine, 1st dose",99
"FSM","Micronesia (Federated States of)",2021,"MCV2","Measles-containing vaccine, 2nd dose",38
"FSM","Micronesia (Federated States of)",2021,"MCV1","Measles-containing vaccine, 1st dose",64
"MCO","Monaco",2021,"MCV1","Measles-containing vaccine, 1st dose",88
"MCO","Monaco",2021,"MCV2","Measles-containing vaccine, 2nd dose",80
"MNG","Mongolia",2021,"MCV1","Measles-containing vaccine, 1st dose",95
